account_id,opportunity_name,close_date,stage,amount,lead_source,description,probability,created_date,owner_name,account_name,duns_number
328,justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus,5/26/2022,Closed Won,Euro,Referral,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",96.41,2022-08-14T09:22:20Z,Jorgan Strachan,Zooveo,43-690-6911
329,eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut,12/16/2022,Closed Lost,Lempira,Purchased List,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",75.64,2022-02-25T05:14:30Z,Ola Beyn,Tambee,11-485-5575
330,proin at turpis a pede posuere nonummy integer non velit donec diam neque,6/3/2022,Closed Lost,Euro,Web,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",57.79,2022-01-22T03:54:14Z,Davis Busswell,Dynazzy,81-684-4869
331,sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum,6/30/2022,Closed Won,Rupiah,Partner,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",64.21,2022-07-30T20:25:29Z,Winny Bamb,Voolia,77-653-3744
332,pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien,10/3/2022,Closed Won,Dong,Partner,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",74.71,2022-03-12T16:49:52Z,Ardelle Rubinowitsch,Avamm,24-387-6566
333,donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac,3/16/2022,Closed Lost,Baht,Partner,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",25.58,2022-12-26T21:15:06Z,Kristi Castellone,Yodoo,64-808-2131
334,sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in,4/11/2022,Closed Lost,Yuan Renminbi,Referral,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,70.85,2022-12-12T08:44:23Z,Rey Tregenna,Gabcube,92-632-8751
335,interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla,7/30/2022,Closed Lost,Ruble,Purchased List,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,58.28,2022-04-15T01:06:58Z,Sean Greeve,Tazzy,45-499-1382
336,nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est,1/25/2022,Closed Lost,Yuan Renminbi,Referral,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",27.93,2022-10-08T12:53:28Z,Osborne Balsillie,Topicstorm,07-548-7196
337,hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat,10/10/2022,Closed Won,Rupiah,Web,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",98.82,2022-06-05T21:42:24Z,Thom Huxton,Jayo,31-099-2989
338,duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo,5/3/2022,Closed Lost,Dinar,Referral,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",2.35,2022-02-07T21:37:45Z,Abbie Ambrogetti,Buzzbean,41-401-5727
339,primis in faucibus orci luctus et ultrices posuere cubilia curae,8/31/2022,Closed Won,Rupiah,Referral,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",27.14,2022-04-04T12:22:08Z,Wendeline Cornilli,Jayo,60-855-4756
340,eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin,12/20/2022,Closed Lost,Euro,Partner,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.",64.57,2022-10-07T01:23:07Z,Yovonnda Shovelbottom,Meezzy,60-798-6306
341,aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper,7/1/2022,Closed Lost,Rupee,Partner,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",74.7,2022-11-17T13:00:23Z,Dulcie Poad,Photobug,48-589-5323
342,fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu,7/13/2022,Closed Lost,Rupee,Web,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.",23.43,2022-01-01T11:52:20Z,Townsend Tarry,Realblab,24-510-0122
343,tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit,2/12/2022,Closed Won,Zloty,Purchased List,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",51.15,2022-09-02T22:44:28Z,Florie Gerred,Meezzy,16-464-5016
344,sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi,5/24/2022,Closed Lost,Pound,Web,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",51.35,2022-09-28T15:11:24Z,Barri Jantzen,Dynazzy,88-380-9701
345,donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis,5/18/2022,Closed Won,Shilling,Partner,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",76.85,2022-06-05T02:17:42Z,Vonny Cracoe,Eire,45-640-7281
346,in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien,7/2/2022,Closed Won,Euro,Partner,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.",84.54,2022-06-01T22:32:34Z,Mendel Johanssen,Voomm,93-939-1101
347,est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo,1/22/2022,Closed Lost,Yen,Referral,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",11.05,2022-02-20T02:13:42Z,Lyndell Galiford,Oyoyo,42-643-1265
348,curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit,3/6/2022,Closed Lost,Gourde,Purchased List,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.",61.66,2022-12-18T11:32:11Z,Kirsteni Chelsom,Eazzy,71-453-9278
349,condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse,5/18/2022,Closed Lost,Peso,Referral,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",11.46,2022-05-18T01:59:30Z,Eugen Lashford,Kazu,95-335-6745
350,nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus,10/6/2022,Closed Lost,Rupiah,Partner,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",40.72,2022-06-29T17:38:00Z,Roselin MacCarter,Wikizz,89-734-3347
351,odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit,6/6/2022,Closed Won,Yuan Renminbi,Purchased List,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",4.26,2022-10-19T01:43:07Z,Nike Dahlen,Dazzlesphere,73-638-4898
352,massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien,1/3/2022,Closed Won,Rupiah,Referral,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.",40.5,2022-01-30T15:48:34Z,Fara Burdoun,Babbleblab,99-289-4749
353,diam vitae quam suspendisse potenti nullam porttitor lacus at turpis,11/13/2022,Closed Lost,Forint,Purchased List,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",52.55,2022-10-18T16:56:39Z,Rianon Korpal,Oloo,79-648-7220
354,eleifend luctus ultricies eu nibh quisque id justo sit amet,5/23/2022,Closed Won,Yuan Renminbi,Purchased List,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",96.8,2022-11-09T12:54:22Z,Ara Knapton,Photospace,71-194-1576
355,tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec,7/6/2022,Closed Won,Koruna,Referral,"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",69.36,2022-04-30T17:50:49Z,Gusta Balmer,Youopia,85-970-2027
356,luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque,10/25/2022,Closed Won,Real,Web,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",51.05,2022-11-16T23:00:36Z,Annadiane Stonham,Wikido,23-474-3907
357,cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut,10/26/2022,Closed Lost,Dollar,Partner,Sed ante. Vivamus tortor. Duis mattis egestas metus.,38.81,2022-03-09T22:16:14Z,Gaile Crassweller,Topicblab,17-882-2016
358,erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at,2/15/2022,Closed Lost,Hryvnia,Referral,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,56.03,2022-06-17T08:37:06Z,Annnora Gregore,Kazio,73-454-0335
359,lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales,11/4/2022,Closed Lost,Peso,Web,"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",97.58,2022-08-27T04:43:42Z,Pip Duignan,Demivee,91-304-5447
360,ante nulla justo aliquam quis turpis eget elit sodales scelerisque,1/14/2022,Closed Lost,Rupiah,Web,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",2.93,2022-12-21T05:22:39Z,Sylas Zima,Ainyx,01-074-7042
361,cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus,11/30/2022,Closed Lost,Escudo,Web,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",20.35,2022-04-29T05:24:47Z,Aila Rentenbeck,Babbleopia,13-934-3287
362,consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo,2/4/2022,Closed Lost,Euro,Referral,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",59.89,2022-07-26T06:25:58Z,Kristian Petheridge,Wordtune,40-214-0492
363,in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla,4/1/2022,Closed Won,Euro,Partner,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",18.05,2022-09-17T14:55:25Z,Adrian Helsby,Fivespan,10-631-5377
364,magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien,1/14/2022,Closed Won,Rand,Purchased List,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.",27.5,2022-11-13T18:39:52Z,Layne Coste,Skilith,88-101-2247
365,in sagittis dui vel nisl duis ac nibh fusce lacus,6/16/2022,Closed Lost,Ruble,Web,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",82.9,2022-12-04T22:24:20Z,Adolph Thridgould,Zazio,18-994-2688
366,nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis,1/3/2022,Closed Won,Euro,Referral,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",97.09,2022-10-09T08:22:26Z,Alic Twittey,Buzzdog,37-186-8635
